PPC Dashboard Leads Data updated till 31st-July-26,,,,,Total,,,July' 2026,,,June' 2026,,,May' 2026,,,Apr' 2026,,,Mar' 2026,,,Feb' 2026,,,Jan' 2026,,,Dec' 2025,,,Nov' 2025,,,Oct' 2025,,,Sep' 2025,,,Aug' 2025,,,July' 2025,,,June' 2025,,,May' 2025,,,Apr' 2025,,,Mar' 2025,,,Feb' 2025,,,Jan' 2025,,,Dec' 2024,,,Nov' 2024,,,Oct' 2024,,,Sep' 2024,,,Aug' 2024,,,July' 2024,,,June' 2024,,,May' 2024,,,Apr' 2024,,,Mar' 2024,,,Feb' 2024,,,Jan' 2024,,,Dec' 2023,,,Nov' 2023,,,Oct' 2023,,,Sep' 2023,,,Aug' 2023,,,Jul' 2023,,,Jun' 2023,,,May' 2023,,,April' 2023,,,,,,February' 2023,,,January' 2023,,,December' 2022,,,November' 2022,,,October' 2022,,,September' 2022,,,August' 2022,,,July' 2022,,,June' 2022,,,,,June' 2022,,
418,Hire Software Developer Cr,https://www.virtualemployee.com/da/hire-software-developer-cr/,Ankita,Mohit,15039,581,3.86%,285,6,2.11%,308,8,2.60%,277,7,2.53%,15,0,0.00%,298,2,0.67%,1691,2,0.12%,847,9,1.06%,650,13,0.00%,1154,33,,1057,37,3.50%,1194,29,2.43%,773,17,2.20%,467,22,4.71%,360,11,3.06%,522,17,3.26%,704,28,3.98%,873,27,3.09%,856,41,4.79%,896,35,3.91%,909,30,3.30%,858,26,3.03%,864,33,3.82%,689,28,4.06%,753,44,5.84%,534,35,6.55%,196,8,4.08%,244,9,3.69%,218,12,5.50%,194,9,4.64%,401,17,4.24%,286,22,7.69%,213,9,4.23%,233,10,4.29%,320,12,3.75%,159,4,2.52%,178,6,3.37%,82,4,4.88%,127,4,3.15%,0,0,,0,0,,27,1,3.70%,78,0,0.00%,91,4,4.40%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
419,Hire Software Developer M Cr,https://www.virtualemployee.com/da/hire-software-developer-m-cr/,Ankita,Binoy,423,1,0.24%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,13,0,0.00%,0,0,,8,0,0.00%,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,41,0,0.00%,48,1,2.08%,312,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
420,Hire Virtual Employees Cr,https://www.virtualemployee.com/da/hire-virtual-employees-cr/,Ankita,Binoy,190,10,5.26%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,1,0,0.00%,3,0,0.00%,7,0,0.00%,73,4,5.48%,64,3,4.69%,41,3,7.32%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
421,Hire Web Developers India Cr,https://www.virtualemployee.com/da/hire-web-developers-india-cr/,Ankita,Binoy,6368,209,3.28%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,1,0,0.00%,0,0,,1,0,0.00%,0,0,,1,0,0.00%,0,0,,1,0,0.00%,1,0,0.00%,1,0,0.00%,0,0,,0,0,,2,0,0.00%,248,6,2.42%,888,35,3.94%,757,29,3.83%,123,3,2.44%,402,10,2.49%,352,11,3.13%,455,21,4.62%,707,23,3.25%,457,18,3.94%,466,19,4.08%,527,16,3.04%,465,16,3.44%,264,0,0.00%,243,2,0.82%,6,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
422,Hire Wordpress Expert Cr,https://www.virtualemployee.com/da/hire-wordpress-expert-cr/,Ankita,Binoy,705,32,4.54%,0,0,,0,0,,1,0,0.00%,0,0,,4,0,0.00%,2,0,0.00%,0,0,,0,0,0.00%,0,0,,0,0,,1,0,0.00%,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,0,0,,3,0,0.00%,0,0,,3,0,0.00%,1,0,0.00%,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,82,4,4.88%,269,13,4.83%,141,6,4.26%,164,6,3.66%,31,3,9.68%,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
423,Outsource To India Cr,https://www.virtualemployee.com/da/outsource-to-india-cr/,Ankita,Binoy,2003,30,1.50%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,246,3,1.22%,736,8,1.09%,673,10,1.49%,343,9,2.62%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
424,Hire 2D Animators Mobile,https://www.virtualemployee.com/ir/hire-2d-animators-mobile/,Shaona,Irfan,9,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,7,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
425,Hire Banking Software Developers,https://www.virtualemployee.com/ir/hire-banking-software-developers/,Poulami,KL,101,5,4.95%,1,0,0.00%,1,0,0.00%,0,0,,0,0,,2,0,0.00%,1,0,0.00%,1,0,0.00%,0,0,0.00%,2,0,,2,0,0.00%,1,0,0.00%,0,0,,1,0,0.00%,3,0,0.00%,4,1,25.00%,2,0,0.00%,0,0,,1,0,0.00%,1,0,0.00%,3,0,0.00%,1,0,0.00%,3,0,0.00%,1,0,0.00%,1,0,0.00%,5,0,0.00%,3,0,0.00%,3,0,0.00%,6,1,16.67%,5,1,20.00%,0,0,,9,1,11.11%,3,0,0.00%,2,0,0.00%,4,0,0.00%,7,0,0.00%,6,0,0.00%,4,1,25.00%,2,0,0.00%,6,0,0.00%,2,0,0.00%,3,0,0.00%,6,0,0.00%,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
426,Hire Dedicated Developer,https://www.virtualemployee.com/ir/hire-dedicated-developer/,Shaona,KL,55,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,0,0.00%,4,0,0.00%,3,0,0.00%,1,0,0.00%,4,0,0.00%,3,0,0.00%,14,0,0.00%,3,0,0.00%,2,0,0.00%,3,0,0.00%,8,0,0.00%,6,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
427,Hire Developer Mobile,https://www.virtualemployee.com/ir/hire-developer-mobile/,shreyashi,KL,4381,156,3.56%,475,10,2.11%,368,18,4.89%,312,9,2.88%,233,12,5.15%,862,21,2.44%,238,15,6.30%,252,8,3.17%,2,0,0.00%,175,5,,225,6,2.67%,261,13,4.98%,269,11,4.09%,359,13,3.62%,196,5,2.55%,130,5,3.85%,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,141,5,3.55%,102,4,3.92%,79,3,3.80%,79,1,1.27%,32,0,0.00%,47,1,2.13%,42,0,0.00%,45,5,11.11%,36,1,2.78%,50,3,6.00%,100,5,5.00%,141,13,9.22%,118,6,5.08%,42,0,0.00%,216,5,2.31%,301,18,5.98%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
428,Hire Electron Js Developer,https://www.virtualemployee.com/ir/hire-electron-js-developer/,Poulami,KL,1,1,100.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
429,Hire Freelance Web Developer,https://www.virtualemployee.com/ir/hire-freelance-web-developer/,Shaona,Rahul,2358,56,2.37%,21,2,9.52%,8,0,0.00%,13,0,0.00%,11,2,18.18%,77,1,1.30%,30,3,10.00%,34,0,0.00%,125,2,0.00%,43,1,,19,3,15.79%,29,1,3.45%,15,2,13.33%,34,1,2.94%,23,2,8.70%,22,1,4.55%,48,0,0.00%,32,0,0.00%,56,1,1.79%,36,3,8.33%,41,2,4.88%,45,2,4.44%,22,0,0.00%,38,0,0.00%,13,0,0.00%,27,1,3.70%,82,1,1.22%,100,1,1.00%,181,1,0.55%,145,1,0.69%,92,0,0.00%,100,7,7.00%,20,1,5.00%,86,3,3.49%,82,1,1.22%,55,0,0.00%,89,1,1.12%,71,4,5.63%,57,1,1.75%,99,2,2.02%,144,5,3.47%,160,3,1.88%,85,1,1.18%,39,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
430,Hire Graphic Design Experts Mobile,https://www.virtualemployee.com/ir/hire-graphic-design-experts-mobile/,Shaona,KL,16,1,6.25%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,11,1,9.09%,5,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
431,Hire Kubernetes Developer,https://www.virtualemployee.com/ir/hire-kubernetes-developer/,Shaona,Mohit,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
432,Hire React Native Developers,https://www.virtualemployee.com/ir/hire-react-native-developers/,Shaona,KL,139,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,70,0,0.00%,4,0,0.00%,0,0,,61,0,0.00%,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
433,Hire Software Developer Mobile,https://www.virtualemployee.com/ir/hire-software-developer-mobile/,Shaona,Sanjay,386,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,41,0,0.00%,56,0,0.00%,288,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
434,Hire Virtual Staff,https://www.virtualemployee.com/ir/hire-virtual-staff/,Shaona,Urvashi,11610,389,3.35%,271,20,7.38%,317,9,2.84%,314,20,6.37%,310,17,5.48%,1317,20,1.52%,447,10,2.24%,504,11,2.18%,616,13,0.00%,497,9,,464,12,2.59%,533,7,1.31%,360,3,0.83%,274,5,1.82%,275,8,2.91%,260,4,1.54%,256,10,3.91%,192,4,2.08%,230,6,2.61%,251,7,2.79%,199,9,4.52%,204,8,3.92%,190,7,3.68%,223,9,4.04%,164,7,4.27%,214,6,2.80%,199,7,3.52%,244,8,3.28%,323,10,3.10%,363,7,1.93%,562,13,2.31%,614,15,2.44%,388,17,4.38%,426,14,3.29%,329,26,7.90%,203,13,6.40%,165,8,4.85%,130,8,6.15%,303,17,5.61%,296,15,5.07%,99,8,8.08%,87,1,1.15%,138,4,2.90%,446,20,4.48%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
435,Hire Web Designer Mobile,https://www.virtualemployee.com/ir/hire-web-designer-mobile/,Arpan,Rahul,15,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,0,0.00%,11,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
436,Outsource Development Mobile,https://www.virtualemployee.com/ir/outsource-development-mobile/,Shaona,KL,1508,26,1.72%,11,0,0.00%,7,0,0.00%,16,0,0.00%,15,0,0.00%,110,1,0.91%,16,0,0.00%,14,0,0.00%,505,12,0.00%,1,0,,5,0,0.00%,1,0,0.00%,0,0,,4,0,0.00%,5,0,0.00%,3,0,0.00%,18,0,0.00%,5,0,0.00%,17,0,0.00%,45,0,0.00%,45,1,2.22%,43,0,0.00%,51,2,3.92%,34,0,0.00%,47,1,2.13%,30,2,6.67%,55,0,0.00%,53,0,0.00%,26,2,7.69%,30,1,3.33%,45,0,0.00%,50,0,0.00%,26,0,0.00%,23,0,0.00%,17,0,0.00%,12,1,8.33%,11,0,0.00%,15,1,6.67%,29,1,3.45%,30,0,0.00%,16,0,0.00%,41,1,2.44%,30,0,0.00%,40,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
437,Outsource To India Mobile,https://www.virtualemployee.com/ir/outsource-to-india-mobile/,Shaona,Rahul,118,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,8,0,0.00%,4,0,0.00%,15,0,0.00%,86,0,0.00%,3,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
438,Outsource To Philippines,https://www.virtualemployee.com/ir/outsource-to-philippines/,Arpan,KL,2485,73,2.94%,65,2,3.08%,74,1,1.35%,43,2,4.65%,54,2,3.70%,250,3,1.20%,89,3,3.37%,101,3,2.97%,610,9,0.00%,88,6,,64,3,4.69%,27,1,3.70%,32,1,3.13%,27,1,3.70%,13,0,0.00%,40,0,0.00%,90,5,5.56%,57,1,1.75%,45,2,4.44%,38,0,0.00%,27,1,3.70%,40,3,7.50%,75,3,4.00%,74,1,1.35%,33,1,3.03%,42,1,2.38%,38,3,7.89%,30,0,0.00%,37,1,2.70%,52,1,1.92%,45,1,2.22%,33,2,6.06%,18,2,11.11%,26,2,7.69%,27,3,11.11%,42,2,4.76%,75,1,1.33%,58,1,1.72%,110,5,4.55%,129,5,3.88%,0,0,,0,0,,33,1,3.03%,8,1,12.50%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
439,Hire Data Entry Experts Pr,https://www.virtualemployee.com/lp/hire_data_entry_experts_pr/,Daya,Mohsin,185,3,1.62%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,121,3,2.48%,48,0,0.00%,15,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
440,Hire Dedicated Virtual Assistants M Cr,https://www.virtualemployee.com/lp/hire-dedicated-virtual-assistants-m-cr/,Nikita,Pratib,5647,111,1.97%,0,0,,4,0,0.00%,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,0.00%,0,0,,3,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,2,0,0.00%,1,0,0.00%,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,1,0,0.00%,0,0,,0,0,,0,0,,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,8,1,12.50%,1335,21,1.57%,2343,44,1.88%,1947,45,2.31%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
441,Hire Virtual Assistants B Pr,https://www.virtualemployee.com/lp/hire-virtual-assistants-b-pr/,Irfan,Mukhtestwar,17,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,1,0,0.00%,15,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
442,Electrical Engg: ITR,https://www.virtualemployee.com/da/hire-electrical-engineers/,Ankita,Binoy,236,7,2.97%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,1,0,0.00%,3,0,0.00%,1,0,0.00%,1,0,0.00%,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,16,0,0.00%,68,1,1.47%,49,1,2.04%,50,3,6.00%,44,2,4.55%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
443,Hire Hybrid Cloud Developer,https://www.virtualemployee.com/da/hire-hybrid-cloud-developer/,Tanumoy,Nabil,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
444,Hire Java Developer M,https://www.virtualemployee.com/da/hire-java-developer-m/,Koyel,Rajni,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
445,Hire Javascript Developer,https://www.virtualemployee.com/da/hire-javascript-developer/,Vivek,Rajni,36,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,36,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
446,Hire Larevel Developer,https://www.virtualemployee.com/da/hire-laravel-developers/,Tanumoy,Nabil,330,1,0.30%,0,0,,15,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,142,0,,328,1,0.30%,16,1,6.25%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
447,Hire Legal Website Developer,https://www.virtualemployee.com/da/hire-legal-website-developer/,Tanumoy,Nabil,388,3,0.77%,4,0,0.00%,1,0,0.00%,0,0,,0,0,,22,0,0.00%,10,0,0.00%,11,0,0.00%,18,0,0.00%,13,0,,18,0,0.00%,15,0,0.00%,13,,0.00%,20,1,5.00%,13,0,0.00%,14,0,0.00%,13,1,7.69%,13,1,7.69%,18,0,0.00%,11,0,0.00%,6,0,0.00%,17,0,0.00%,12,0,0.00%,4,0,0.00%,15,0,0.00%,30,0,0.00%,26,0,0.00%,27,0,0.00%,15,0,0.00%,19,0,0.00%,7,0,0.00%,3,0,0.00%,0,0,,2,0,0.00%,4,0,0.00%,3,0,0.00%,3,0,0.00%,2,0,0.00%,0,0,,7,0,0.00%,6,0,0.00%,15,0,0.00%,7,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
448,Mobile App Dev: Mobile,https://www.virtualemployee.com/da/hire-mobile-app-developers-m-cr/,Ankita,Pratib,13,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,13,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
449,SEO Expert: ITR,https://www.virtualemployee.com/da/hire-seo-experts-cr/,Ankita,Binoy,13418,534,3.98%,4,0,0.00%,0,0,,3,0,0.00%,2,0,0.00%,4,0,0.00%,1,0,0.00%,2,0,0.00%,0,0,0.00%,2,0,,3,0,0.00%,1,0,0.00%,0,0,,1,0,0.00%,72,7,9.72%,291,8,2.75%,279,17,6.09%,398,17,4.27%,378,22,5.82%,2,0,0.00%,3,0,0.00%,3,0,0.00%,6,1,16.67%,236,16,6.78%,309,6,1.94%,410,25,6.10%,207,13,6.28%,274,16,5.84%,228,21,9.21%,848,45,5.31%,1152,45,3.91%,1311,42,3.20%,689,34,4.93%,145,10,6.90%,786,23,2.93%,1303,28,2.15%,1869,40,2.14%,1216,42,3.45%,531,23,4.33%,455,40,8.79%,54,0,0.00%,6,0,0.00%,16,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
450,Skilled Eng,https://www.virtualemployee.com/da/hire-skilled-engineers-cr/,Ankita,Pratib,414,16,3.86%,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,1,0,0.00%,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,52,2,3.85%,54,1,1.85%,56,1,1.79%,81,1,1.23%,67,4,5.97%,19,1,5.26%,36,1,2.78%,22,1,4.55%,13,2,15.38%,11,2,18.18%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
451,Soft Engg: ITR,https://www.virtualemployee.com/da/hire-software-engineer/,Vivek,Nabil,158,5,3.16%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,19,0,0.00%,13,0,0.00%,7,0,0.00%,32,0,0.00%,12,1,8.33%,23,2,8.70%,12,0,0.00%,16,1,6.25%,14,1,7.14%,8,0,0.00%,2,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
452,Hire Software Engineer M,https://www.virtualemployee.com/da/hire-software-engineer-m/,Tanumoy,Rajni,35,1,2.86%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,20,1,5.00%,14,0,0.00%,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,0,
